#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
        mt19937|           ./4.0.ICG_dataset.raw|  1.56e+08  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
      rgb_lagged_sum|  20|   1000000|     100|0.01168888|  PASSED  
      rgb_lagged_sum|  21|   1000000|     100|0.75407996|  PASSED  
      rgb_lagged_sum|  22|   1000000|     100|0.29211716|  PASSED  
      rgb_lagged_sum|  23|   1000000|     100|0.14161467|  PASSED  
      rgb_lagged_sum|  24|   1000000|     100|0.16260268|  PASSED  
      rgb_lagged_sum|  25|   1000000|     100|0.33261241|  PASSED  
      rgb_lagged_sum|  26|   1000000|     100|0.75725444|  PASSED  
      rgb_lagged_sum|  27|   1000000|     100|0.36189853|  PASSED  
      rgb_lagged_sum|  28|   1000000|     100|0.60851389|  PASSED  
      rgb_lagged_sum|  29|   1000000|     100|0.24133278|  PASSED  
      rgb_lagged_sum|  30|   1000000|     100|0.36918717|  PASSED  
      rgb_lagged_sum|  31|   1000000|     100|0.89813284|  PASSED  
      rgb_lagged_sum|  32|   1000000|     100|0.99556489|   WEAK   
     rgb_kstest_test|   0|     10000|    1000|0.07583026|  PASSED  
     dab_bytedistrib|   0|  51200000|       1|0.81216558|  PASSED  
             dab_dct| 256|     50000|       1|0.61208397|  PASSED  
Preparing to run test 207.  ntuple = 0
        dab_filltree|  32|  15000000|       1|0.06065701|  PASSED  
        dab_filltree|  32|  15000000|       1|0.70620682|  PASSED  
Preparing to run test 208.  ntuple = 0
       dab_filltree2|   0|   5000000|       1|0.24271280|  PASSED  
       dab_filltree2|   1|   5000000|       1|0.61855693|  PASSED  
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|0.88125551|  PASSED  
